DBA,BUILDING,STREET,ZIPCODE,PHONE,CUISINE DESCRIPTION,GRADE
A-1 PIZZA SHOP,505,GRAND STREET,10002,2125330214,Pizza,A
MINUS CELSIUS ICE CREAM,302,GRAND ST,10002,4077977174,"Ice Cream, Gelato, Yogurt, Ices",A
BALABOOSTA,214,MULBERRY STREET,10012,2129667366,Middle Eastern,A
BG BAR/MEHANATA,113,LUDLOW STREET,10002,2126250981,Eastern European,A
DUNKIN' DONUTS,90,BROAD ST,10004,2124227991,American,A
GIACOMO FINE FOODS,269,WEST   72 STREET,10069,2127996828,American,A
LALI'S RESTAURANT,630,10 AVENUE,10036,6462474023,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",A
REDFARM,2170,BROADWAY,10024,2127249700,Asian,A
OLYMPIC PITA,8,W 46TH ST,10036,2122217600,Mediterranean,A
POMODORO RISTORANTE,229,COLUMBUS AVENUE,10023,2127213009,Italian,A
GINA AMERICANA,27,E 92ND ST,10128,2123606900,American,A
LE GLACIER,60,WALL STREET,10005,3474279132,American,A
STARBUCKS,3,NEW YORK PLAZA,10004,2127851082,Caf̩/Coffee/Tea,A
BLACK SEED BAGELS,170,ELIZABETH ST,10012,2127301950,American,A
CHANSON,20,W 23RD ST,10010,9179742012,Bakery,A
GOLD BAR B BT6,4,PENN PLZ,10121,2124656273,American,A
VILLAGE 38,575,8 AVENUE,10018,2122447800,American,A
TURKISH CUISINE,631,9 AVENUE,10036,2123979650,Turkish,A
THE HEIGHTS BAR & GRILL,2867,BROADWAY,10025,2128667035,Tex-Mex,A
SUBWAY,334,GRAND STREET,10002,2127772372,Sandwiches/Salads/Mixed Buffet,A
JIMMY,27,GRAND ST,10013,2122019118,American,A
BAYARD'S ALEHOUSE,533,HUDSON STREET,10014,2129890313,American,A
LATIN AMERICAN RESTAURANT,29,WEST   26 STREET,10010,2126892570,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",A
LE PAIN QUOTIDIEN,1399,MADISON AVE,10029,6466633149,American,A
CHA CHAN TANG,45,MOTT STREET,10013,2125772888,Chinese,A
IRON SUSHI,355,EAST   78 STREET,10075,2127727680,Japanese,A
LA COLOMBE TORREFACTION,319,CHURCH STREET,10013,2123431515,Caf̩/Coffee/Tea,A
RAMEN THUKPA,70,7 AVENUE SOUTH,10014,2129292188,Asian,A
BRICKYARD GASTRO PUB,785,9 AVENUE,10019,2127670077,American,A
REMI,145,WEST   53 STREET,10019,2125814242,Italian,A
ANGELO'S PIZZERIA,117,WEST   57 STREET,10019,2123334333,Pizza,A
SHOGA-SUSHI & OYSTER BAR,1698,2 AVENUE,10128,2128768836,Chinese,A
PEPOLINO,281,WEST BROADWAY,10013,2129669983,Italian,A
K TOWN,34,WEST   32 STREET,10001,2126432603,Korean,A
TEXAS CHICKEN & BURGERS,151,E 103RD ST,10029,9173304730,Chicken,A
HANGAR BAR,115,CHRISTOPHER STREET,10014,2126272044,American,A
JOHN'S OF 12TH STREET,302,E 12TH ST,10003,2124759531,Italian,A
ZUCKER'S BAGELS AND SMOKED FISH,146,CHAMBERS STREET,10007,2126085844,Bagels/Pretzels,A
MAD HATTER SALOON,360,3 AVENUE,10016,2126962122,American,A
GEORGETOWN CUPCAKE SOHO,111,MERCER STREET,10012,2124314504,Bakery,A
TALIA'S STEAKHOUSE,668,AMSTERDAM AVENUE,10025,2125803770,Steak,A
STAFF CAFF,11,W 53RD ST,10019,2123331299,Soups & Sandwiches,A
HUNG YIP CHINESE RESTAURANT,7,W 45TH ST,10036,2127191788,Chinese,A
NOBU FIFTY SEVEN,40,WEST   57 STREET,10019,2127578559,Japanese,A
SHU JIAO FUZHOUESE CUISINE,118,ELDRIDGE ST,10002,9177706686,Chinese,A
BARCIBO ENOTECA,2020,BROADWAY,10023,2125952805,Tapas,A
DUNKIN' DONUTS,4353,BROADWAY,10033,2129270203,Donuts,A
GINO SORBILLO,334,BOWERY,10012,6467608049,Pizza,A
CAFE CHAMPIGNON,200,7 AVENUE,10011,2123664410,French,A
STUDIO 54 THEATRE,254,W 54th St,10019,2127199393,American,A
THE LIBERTY,29,WEST   35 STREET,10001,2129674000,American,A
DUNKIN' DONUTS,19,RECTOR STREET,10006,2127858111,Donuts,A
CROWNE PLAZA-TIMES SQUARE (BANQUET KITCHEN),1605,BROADWAY,10019,2129774000,American,A
VIEW LOUNGE,1535,BROADWAY,10036,2127048900,American,A
THE HUMMUS & PITA CO.,79,CHAMBERS STREET,10007,2125716700,Mediterranean,A
DUNKIN DONUTS,225,7TH AVE,10011,6469523409,American,A
FLORIDITA BAKERY,4187,BROADWAY,10033,2127404141,Bakery,A
EAST DUMPLING,46,ELDRIDGE ST,10002,2122192268,Chinese,A
PIETROS,232,EAST   43 STREET,10017,2126829760,Italian,A
SCHNIPPER'S,23,EAST   23 STREET,10010,2122331025,American,A
TIAA-CREF CAFETERIA,730,3 AVENUE,10017,9175997414,American,A
ANJAPPAR,116,LEXINGTON AVENUE,10016,2122653663,Indian,A
RASA,25,W 8TH ST,10011,2122539888,Asian,A
HARRY'S ITALIAN,2,GOLD STREET,10038,2127470797,Italian,A
OLD ROSE,113,JANE ST,10014,2129246700,American,A
AYIOS GREEK ROTISSERIE,2,ST MARKS PLACE,10003,2122609762,Greek,A
STARBUCKS,45,WEST    4 STREET,10012,2129953443,Caf̩/Coffee/Tea,A
STILLWATER BAR & GRILL,7880,EAST    4 STREET,10003,2122532237,American,A
BLUE RIBBON,97,SULLIVAN ST,10012,2122740404,American,A
AUREOLE,135,WEST   42 STREET,10036,2123191660,American,A
WALTER'S BAR,389,8 AVENUE,10001,2125024023,Other,A
ORGANIQUE,110,EAST   23 STREET,10010,2126742229,American,A
NEW TERRITORY CAKE SHOP,77,CATHERINE STREET,10038,7183132489,Bakery,A
AU BON PAIN,6,UNION SQUARE EAST,10003,2124750453,Sandwiches/Salads/Mixed Buffet,A
PLAYWRIGHT CELTIC PUB,202,WEST   49 STREET,10019,2122629263,Irish,A
BARBUTO,775,WASHINGTON STREET,10014,2129249700,Italian,A
JES COFFEE,47,MARKET ST,10002,6464623398,Caf̩/Coffee/Tea,A
MENDY'S,10,PARK AVENUE,10016,2125761010,Jewish/Kosher,A
CHEVYS FRESH MEX,243,WEST   42 STREET,10036,2123024010,Mexican,A
THE FITZ,687,LEXINGTON AVE,10022,2123550100,American,A
MEXICO LINDO RESTAURANT,459,2 AVENUE,10010,2126793665,Mexican,A
VANGUARD WINE BAR,530,2 AVENUE,10016,2124479463,American,A
VIVI BUBBLE TEA,49,BAYARD STREET,10013,2125666833,Caf̩/Coffee/Tea,A
AVENUE,116,10 AVENUE,10011,2123370054,American,A
DOC WATSONS,1490,2 AVENUE,10075,2129885300,American,A
PATISSERIE VANESSA,1590,PARK AVE,10029,9176215233,Bakery,A
DA RAFFAELE,883,1ST AVE,10022,6468959849,Italian,A
BARRY'S BOOTCAMP,1216,2ND AVE,10065,9173883635,"Juice, Smoothies, Fruit Salads",A
LA ESQUINA ''THE CORNER'',106,KENMARE STREET,10012,6468799781,Mexican,A
SANTA FE,73,WEST   71 STREET,10023,2127240822,Mexican,A
THE HOUSE IN GRAMERCY PARK,121,E. 17th ST.,10003,2123532121,American,A
STARBUCKS,301,WEST  145 STREET,10039,2126907835,Caf̩/Coffee/Tea,A
MOKJA,852,AMSTERDAM AVE,10025,6469654296,Korean,A
ABYSSINIA ETHIOPIAN RESTAURANT,268,WEST  135 STREET,10030,2122812673,Ethiopian,A
DOS TOROS,101,MAIDEN LN,10038,3476623611,Mexican,A
SHORTY'S,66,MADISON AVE,10016,2127253900,American,A
JIMBO'S HAMBURGER PALACE,117,DYCKMAN ST,10040,2129429769,American,A
DUNKIN' DONUTS,2258,1ST AVENUE,10035,7324062445,Donuts,A
EL TEMERARIO,198,8TH AVE,10011,2126452100,Mexican,A
cloud social,6,W 32ND ST,10001,2129041092,American,A
PARADA 47 MEXICAN RESTAURANT,526,W 47TH ST,10036,2127573737,Mexican,A
SABA'S PIZZA,403,AMSTERDAM AVE,10024,2127871118,Pizza,A
YURA'S BLUE PLATE,2248,1ST AVE,10029,8036061075,American,A
XO TASTE,41,ELIZABETH STREET,10013,2123438339,Chinese,A
THE GIN MILL,442,AMSTERDAM AVENUE,10024,2125809080,American,A
TURKISH KITCHEN,386,3 AVENUE,10016,2126796633,Turkish,A
STARBUCKS,115,BROADWAY,10006,2127329268,Caf̩/Coffee/Tea,A
AUGUST WILSON THEATRE,245,WEST   52 STREET,10019,2125825472,American,A
SCHNIPPER'S,23,EAST   23 STREET,10010,2122331025,American,A
SHELLEY'S KITCHEN,90,PARK AVE,10016,2126828808,American,A
SWERVE FITNESS,30,WEST 18TH STREET,10011,2122423330,"Juice, Smoothies, Fruit Salads",A
RABBIT CLUB,124,MACDOUGAL STREET,10012,2122540575,American,A
FLUFFY'S CAFE & PIZZERIA,370,W 58TH ST,10019,2122450440,American,A
LABELLA FERRARA,108,MULBERRY STREET,10013,2129667867,Bakery,A
AU BON PAIN,80,PINE STREET,10005,2129529007,Sandwiches/Salads/Mixed Buffet,A
DADDY-O,44,BEDFORD STREET,10014,2124148884,American,A
WINE 30,41,EAST   30 STREET,10016,2124810197,Mediterranean,A
IL CORTILE RESTAURANT,123,MULBERRY STREET,10013,2122266060,Italian,A
STARBUCKS,14,WEST 23 STREET,10010,2123672050,Caf̩/Coffee/Tea,A
L.A. GOURMET,111,E 58TH ST,10022,2019069545,American,A
AU BON PAIN,170,WILLIAM ST,10038,8456566162,American,A
CAFE R,116,W 32ND ST,10001,2126959550,American,A
GRAND GREAT WALL RESTAURANT INC,1588,AMSTERDAM AVENUE,10031,2122837123,Chinese,A
"HYATT, NY CENTRAL, ROOM SERVICE",0,& GRAND CENTRAL,10017,6462136774,American,A
HUERTAS,107,1ST AVE,10003,2122284490,Spanish,A
THE MANSION,1634,YORK AVENUE,10028,2125358888,American,A
LA SALLE DUMPLING ROOM,3141,BROADWAY,10027,2129610300,Chinese,A
LUCE RESTAURANT & ENOTECA,2014,BROADWAY,10023,2127241400,Italian,A
AL BUSTAN RESTAURANT,319,EAST   53 STREET,10022,2127595933,Middle Eastern,A
VIVI BUBBLE TEA,170,WEST   23 STREET,10011,9173611798,Chinese,A
AMSTERDAM BILLIARDS,85,4 AVENUE,10003,2129950333,American,A
BAGEL BOB'S,51,UNIVERSITY PLACE,10003,2125332627,Bagels/Pretzels,A
SUBWAY,36,WEST   46 STREET,10036,2122217565,Sandwiches/Salads/Mixed Buffet,A
BARNEY BROWN,822,AVENUE OF THE AMERICAS,10001,2126349114,American,A
CAFE D'ALSACE,1695,2 AVENUE,10128,2127225133,French,A
BREADS BAKERY,18,EAST   16 STREET,10003,2126332253,Bakery,A
THE HAMILTON,998,AMSTERDAM AVE,10025,9176137264,American,A
KITCHEN PROVANCE,55,WEST   38 STREET,10018,2128692561,American,A
STARBUCKS COFFEE,805,COLUMBUS AVENUE,10025,2122226580,Caf̩/Coffee/Tea,A
SOFIA'S LITTLE ITALY,143,MULBERRY STREET,10013,2122199799,Italian,A
WENDY'S,938,8TH AVE,10019,2129774788,Hamburgers,A
"CHICKPEA, RED MANGO",1413,MADISON AVENUE,10029,2124106600,Mediterranean,A
VICO RISTORANTE,1302,MADISON AVENUE,10128,2128762222,Italian,A
98 Favor Taste,37,SAINT MARKS PL,10003,2122560480,Chinese,A
BANTAM BAGELS,283,BLEECKER ST,10014,6468526320,Bagels/Pretzels,A
IL GNOCCHI RESTAURANT,118,EAST  116 STREET,10029,2122892006,Mexican,A
COFFEE & CRUMBS,330,WEST 38TH STREET,10018,2122390333,American,A
THE FLATIRON ROOM,37,WEST   26 STREET,10010,2127253860,American,A
HAMPTON CHUTNEY CO,143,GRAND ST,10013,6312673131,Indian,A
CHALAIT,375,HUDSON ST,10014,6469228436,Caf̩/Coffee/Tea,A
DONG CHUN HONG CHINESE RESTAURANT,312,5 AVENUE,10001,2122687888,Chinese,A
GOTHAM PIZZA,88,3RD AVE,10003,2122288788,Pizza,A
CHRIST COFFEE SHOP & DELI,500,WEST  168 STREET,10032,2127955199,Caf̩/Coffee/Tea,A
MADMAN ESPRESSO,319,EAST   14 STREET,10003,2125052233,Caf̩/Coffee/Tea,A
INTELLIGENTSIA COFFEE,180,10 AVENUE,10011,2129339736,Caf̩/Coffee/Tea,A
THE ABBEY PUB,237,WEST  105 STREET,10025,2122228713,American,A
L'ARTE DEL GELATO,75,9TH AVE,10011,2123660570,"Ice Cream, Gelato, Yogurt, Ices",A
ISLE OF CAPRI RESTURANT,1028,3 AVENUE,10065,2127581902,Italian,A
COWGIRL SEAHORSE,259,FRONT STREET,10038,2126087873,Seafood,A
DUNKIN' DONUTS,168,W 48 STREET,10036,2123959280,Donuts,A
MARSEILLE,630,9 AVENUE,10036,2123332323,French,A
WICHCRAFT,555,5 AVENUE,10017,2127800577,Sandwiches,A
BREADS BAKERY,1890,BROADWAY,10023,2126971463,Bakery,A
SUSHI HANA,111,RIVINGTON STREET,10002,2123889688,Japanese,A
EAST GARDEN,1685,1ST AVE,10128,2128315900,Chinese,A
HOP LEE RESTARANT,16,MOTT STREET,10013,2129626475,Chinese,A
COLONY CLUB,564,PARK AVENUE,10065,2128384200,American,A
NYC HANDCRAFTED,367,3RD AVE,10016,2126893000,American,A
BOQUERIA,171,SPRING STREET,10012,2123434255,Spanish,A
MOTORINO PIZZERIA NAPOLETANA,349,EAST   12 STREET,10003,2127772644,Pizza,A
PRET A MANGER,1020,6 AVENUE,10018,6466881061,American,A
SOBA-YA,229,EAST    9 STREET,10003,2125336966,Japanese,A
NYU COLLEGE OF NURSING CAFE,433,1ST AVE,10010,2129925770,Caf̩/Coffee/Tea,A
A & C KITCHEN,134136,AVENUE C,10009,2126778112,Chinese,A
JOSEPH'S RISTORANTE,3,HANOVER SQUARE,10004,2127471300,Italian,A
BURRITO BOX,885,9 AVENUE,10019,2124896889,Tex-Mex,A
LONDEL'S SUPPER CLUB,2620,FREDERICK DOUGLASS BOULEVARD,10030,2122346114,American,A
SALUD,107,THOMPSON ST,10012,6463988615,"Juice, Smoothies, Fruit Salads",A
99 CENTS BEST & FRESH PIZZA,166,WEST 27 STREET,10001,2124882388,Pizza,A
PALM RESTAURANT,250,WEST   50 STREET,10019,2123337256,Steak,A
INTERNATIONAL FLAVORS  & FRAGRANCES,521,WEST   57 STREET,10019,2127087160,American,A
SUBWAY,1256,LEXINGTON AVENUE,10028,2127376500,Sandwiches,A
SCORES,536,WEST 28 STREET,10001,2128684900,American,A
VIACOM CAFETERIA,1515,BROADWAY,10036,2122586290,American,A
WHYNOT COFFE & WINE ART GALLERY,175,ORCHARD ST,10002,6466829065,Caf̩/Coffee/Tea,A
VIP CLUB,20,WEST   20 STREET,10011,2126331199,American,A
TWO BOOTS,1617,2 AVENUE,10028,2127340317,Pizza,A
HAPPY STAR BAKERY,160,EAST BROADWAY,10002,2126088899,Bakery,A
ANTICO NOE PANINI LAB,220,EAST 53 STREET,10022,2127500802,Italian,A
BAKED CRAVINGS,1673,LEXINGTON AVE,10029,9174823887,Bakery,A
THE AUSTRALIAN,20,WEST 38 STREET,10018,2128698601,Australian,A
MCDONALD'S,2049,BROADWAY,10023,2127240435,Hamburgers,A
LENWICH,1024,2ND AVE,10022,2123555700,Sandwiches,A
JIMBO'S HAMBURGER PALACE,117,DYCKMAN ST,10040,2129429769,American,A
MACCHIATO ESPRESSO BAR,666,5 AVENUE,10019,2122626600,Caf̩/Coffee/Tea,A
BAKER & CO.,263,BLEECKER ST,10014,2122551234,Italian,A
LOCANDA VERDE,377,GREENWICH STREET,10013,2129253797,Italian,A
QUECHUA NOSTRA,1634,LEXINGTON AVENUE,10029,2124100707,Peruvian,A
5 ESTRELLA BAKERY,3861,BROADWAY,10032,2127955000,Bakery,A
PARIS BLUES,2021,7 AVENUE,10027,2122229878,American,A
BENJAMIN STEAK HOUSE,52,EAST   41 STREET,10017,2122979177,Steak,A
NOI DUE,143,WEST   69 STREET,10023,2127122222,Jewish/Kosher,A
12 STREET ALE HOUSE,192,2 AVENUE,10003,2122532323,American,A
SUBWAY,28,WATER ST,10004,2122693460,Sandwiches,A
HOY WONG RESTAURANT,81,MOTT STREET,10013,2123741312,Chinese,A
HOP KEE RESTAURANT,21,MOTT STREET,10013,2129648365,Chinese,A
RAY'S PIZZA BAGEL CAFE,2,SAINT MARKS PL,10003,2125336656,Pizza/Italian,A
SUBWAY,367,W 34TH ST,10001,2125649191,Sandwiches,A
NANA SUSHI,511,3RD AVE,10016,9176601319,Asian,A
BAR BOLONAT,611,HUDSON ST,10014,2123901545,Mediterranean,A
BURGER & LOBSTER,39,W 19TH ST,10011,6468337532,American,A
GRAND GREAT WALL RESTAURANT INC,1588,AMSTERDAM AVENUE,10031,2122837123,Chinese,A
UNCLE BOON'S SISTER,203,MOTT ST,10012,6468509480,American,A
HARBS,198,9TH AVE,10011,6463366888,Japanese,A
SAN MATTEO PIZZA ESPRESSO BAR,1739,2 AVENUE,10128,2124266943,Pizza,A
AKIRA SUSHI,152,7TH AVE S,10014,2129898880,Japanese,A
FUJI JAPANESE RESTAURANT,238,WEST   56 STREET,10019,2125869888,Japanese,A
THE GRANGE BAR & EATERY,1635,AMSTERDAM AVENUE,10031,2124911635,Chilean,A
BAREBURGER,1681,1ST AVE,10128,2123901344,Hamburgers,A
TUCK SHOP,75,9th AVE,10011,2122552021,Australian,A
THE FITZ,687,LEXINGTON AVE,10022,2123550100,American,A
THE GROWLER,55,STONE STREET,10004,9174090251,American,A
CHIRPING CHICKEN,72,GRAND CENTRAL TERMINAL,10017,2126614059,Chicken,A
SHAKESPEARE & CO,939,LEXINGTON AVE,10065,2125700201,Caf̩/Coffee/Tea,A
POPEYES LOUISIANA KITCHEN/DUNKIN DONUTS,321,WEST  125 STREET,10027,2129329636,Chicken,A
DIRTY BIRD TO GO,155,CHAMBERS STREET,10007,2129643284,Chicken,A
SALUMERIA BEILLESE/ BIRICCHINO REST,378,8 AVENUE,10001,2127367376,Italian,A
COCO MOKA CAFE,2,PENN PLAZA,10121,2127142777,American,A
FONDA,40,AVENUE B,10009,2126774096,Mexican,A
tutto il giorno,114,FRANKLIN ST,10013,2122748100,Italian,A
city of saints coffee roasters,79,E 10TH ST,10003,6465901621,Caf̩/Coffee/Tea,A
AMARANTH,21,EAST   62 STREET,10065,2129806700,French,A
DOS TOROS TAQUERIA,636,LEXINGTON AVE,10022,3474865856,Mexican,A
SLAUGHTERED LAMB PUB,182,W 4TH ST,10014,2127273350,American,A
THE CUPPING ROOM,359,WEST BROADWAY,10013,2129252898,American,A
STARBUCKS,685,3 AVENUE,10017,6468651250,Caf̩/Coffee/Tea,A
ZON BAKERY & CAFE,1275A,SAINT NICHOLAS AVE,10033,7183002642,Bakery,A
GREAT WALL,536,3RD AVE,10016,2127792828,Chinese,A
KARIZMA LOUNGE,244,E 51ST ST,10022,2126059988,Middle Eastern,A
KOBEYAKI,293,7 AVENUE,10001,2122425500,Japanese,A
HALE & HEARTY SOUP,745,7 AVENUE,10019,2122219666,Soups & Sandwiches,A
LONDEL'S SUPPER CLUB,2620,FREDERICK DOUGLASS BOULEVARD,10030,2122346114,American,A
MEXICUE,1440,BROADWAY,10018,4802315637,Mexican,A
NIRVANA,346,LEXINGTON AVENUE,10016,2129830000,Indian,A
MEE CAFE,26,RUTGERS STREET,10002,6469960029,Caf̩/Coffee/Tea,A
LA SALLE DUMPLING ROOM,3141,BROADWAY,10027,2129610300,Chinese,A
WOOPS! BAKESHOP,93,WORTH ST,10013,2123431900,Caf̩/Coffee/Tea,A
JJ BROWN CUP,1707,2ND AVE,10128,2123693949,Caf̩/Coffee/Tea,A
JACK DEMSEY'S PUB,36,WEST   33 STREET,10001,2126299899,Irish,A
SPOONBREAD TOO,364,WEST  110 STREET,10025,2128656744,Soul Food,A
CASCADE CAFE,900,8 AVENUE,10019,2129699901,Caf̩/Coffee/Tea,A
LITTLE BAMBOO,175,LENOX AVE,10026,6466829526,Thai,A
GRAMERCY THEATRE,127,EAST   23 STREET,10010,5168504494,American,A
NUMERO 28 PIZZERIA,2628,CARMINE STREET,10014,2124639653,Italian,A
SMITH'S HELL'S KITCHEN BAR & RESTAURANT,701,8TH AVE,10036,2122472161,American,A
CAFE CON LECHE,2026,2ND AVE,10029,2125957000,Spanish,A
TIME WARNER CONFERENCE CENTER,1,TIME WARNER CENTER,10019,2124846600,American,A
CITIZENS OF CHELSEA,401,W 25TH ST,10001,6466493079,American,A
FAIRFIELD INN & SUITES PENN STATION,325,W 33RD ST,10001,2125630900,American,A
MADMAN ESPRESSO,54,UNIVERSITY PL,10003,6467081111,Caf̩/Coffee/Tea,A
NOBU FIFTY SEVEN,40,WEST   57 STREET,10019,2127578559,Japanese,A
SOPHIE'S CUBAN CUISINE,21,WEST   45 STREET,10036,2123021211,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",A
APOLLO THEATRE CONCESSIONS,253,WEST  125 STREET,10027,2125315328,American,A
OLYMPIA CAFE,664,LEXINGTON AVE,10022,2123558383,Delicatessen,A
PARRILLA RESTAURANT,3920,BROADWAY,10032,2125439500,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",A
LA GOURMET,111,EAST   58 STREET,10022,2123080811,American,A
1 DARBAR,152,EAST   46 STREET,10017,2126814500,Indian,A
RANDOM HOUSE,1745,BROADWAY,10019,2125474455,American,A
BISTRO VENDOME,405,EAST   58 STREET,10022,2129359100,French,A
AMY'S BREAD,250,BLEECKER STREET,10014,2126757802,Bakery,A
BAGELS AND SCHMEAR,114,E 28TH ST,10016,2127257873,Bagels/Pretzels,A
SIDE BAR,120,EAST 15 STREET,10003,2126772900,American,A
SUBWAY,229,CHRYSTIE STREET,10002,6468959627,Sandwiches,A
GABRIEL'S BAR & GRILL,11,WEST   60 STREET,10023,2129562609,Italian,A
MARLOW BISTRO,1018,AMSTERDAM AVE,10025,2126629020,Mediterranean,A
ATHLETIC & SWIM CLUB (BISTRO CATERERS),787,7 AVENUE,10019,2122653490,American,A
DUNKIN' DONUTS,2264,FREDERICK DOUGLASS BLVD,10027,6465978172,American,A
NUM PANG SANDWICH SHOP,1129,BROADWAY,10010,2126478889,Sandwiches,A
BOSIE BAKERY,2132,2ND AVE,10029,9173658443,Bakery,A
TUE THAI FOOD,3,GREENWICH AVENUE,10014,2129299888,Thai,A
CAFE AMRITA,301,WEST  110 STREET,10026,2122220683,American,A
SAKA GURA,211,EAST   43 STREET,10017,2129537253,Japanese,A
LENOX HILL GRILL/PIZZA,1105,LEXINGTON AVENUE,10075,2128799520,American,A
WRAP N RUN GRILL,1125,LEXINGTON AVENUE,10075,2127441588,American,A
TIBERIAS,45,EAST   34 STREET,10016,2124814222,Jewish/Kosher,A
VERLAINE,110,RIVINGTON STREET,10002,2126142494,Tapas,A
SAPPHIRES EAST,333,EAST   60 STREET,10022,2124213600,American,A
VILLAGE TAVERNA GREEK GRILL,81,UNIVERSITY PLACE,10003,2129823457,Greek,A
THE COSMOPOLITAN CLUB,122,EAST   66 STREET,10065,2127345950,American,A
THE UP & UP,116,MACDOUGAL ST,10012,9177106040,American,A
BACARO,136,DIVISION STREET,10002,2129415060,Italian,A
TOAD HALL,57,GRAND STREET,10013,2124318145,American,A
ROWE STUDIOS LOUNGE,410,W 42ND ST,10036,2125825472,American,A
THE CUPPING ROOM,359,WEST BROADWAY,10013,2129252898,American,A
NEW YORK RIFLE CLUB,77,MACDOUGAL STREET,10012,2122542500,Italian,A
CAFE METRO,530,7 AVENUE,10018,2123988788,American,A
AMAZE,401,EAST 58 STREET,10022,2126888808,Asian,A
FLEX MUSSELS,154,WEST   13 STREET,10011,2122290222,Seafood,A
JAVELINA,119,E 18TH ST,10003,2125390202,Mexican,A
LE PARKER MERIDIEN NEW YORK,118,WEST   57 STREET,10019,2127087460,American,A
UNDERWEST,638,W 47TH ST,10036,9177157130,Caf̩/Coffee/Tea,A
RIVERWALK BAR & GRILL EXPRESS,425,MAIN STREET,10044,6468337050,American,A
PARIS THEATRE,4,WEST   58 STREET,10019,2125934872,American,A
CIELO,18,LITTLE WEST 12 STREET,10014,2126911193,American,A
CITY COLLEGE CAFETERIA,138,ST CONVENT AVE,10031,2126506771,American,A
The Meatball Shop,447,AMSTERDAM AVE,10024,2124221752,American,A
Nomura cafeteria( 25 th floor),309,W 49 ST,10019,2124368092,American,A
THE EGGETTES HOUSE/KUNG FU TEA,315,GREENWICH ST,10013,9175448250,Caf̩/Coffee/Tea,A
CAFE 55,55,WATER ST,10004,3472312722,American,A
BERNARD B JACOBS THEATER,242,West 45th Street,10036,2125867610,American,A
PARLOR CLUB NYC,286,SPRING STREET,10013,2124142902,American,A
LE PAIN QUOTIDIEN,801,BROADWAY,10003,2126775277,Sandwiches,A
MASALA CLUB,254,W 108TH ST,10025,2127497800,Indian,A
LECHONERA TROPICAL & GRILL,172,EAST  103 STREET,10029,2127221344,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",A
PRIMAVERA PIZZA & PASTA,1005,2 AVENUE,10022,2127532772,Pizza/Italian,A
EL NUEVO SANDY RESTAURANT,2261,2 AVENUE,10035,2123488654,Spanish,A
BEN & JACKS STEAKHOUSE,255,5 AVENUE,10016,2125327600,Steak,A
POPEYES LOUISIANA KITCHEN,47,WEST   14 STREET,10011,2122068405,Chicken,A
TOPAZ NOODLE BAR,129,W 56TH ST,10019,2122472277,Asian,A
FAIR FOLKS,96,WEST HOUSTON STREET,10012,2154106821,Caf̩/Coffee/Tea,A
BRASS MONKEY,55,LITTLE WEST 12 STREET,10014,2126756686,American,A
CURRY KING,942,COLUMBUS AVENUE,10025,6466697826,Pakistani,A
HARLEY'S SMOKE SHACK,355,EAST  116 STREET,10029,2128286723,American,A
CHINA WOK,199,E 3RD ST,10009,2122285888,Chinese,A
THE AMBASSADOR GRILL AND LOUNGE,1,UNITED NATIONS PLAZA,10017,6467931036,American,A
ST KILDA COFFEE,328,W 44TH ST,10036,3472605056,Caf̩/Coffee/Tea,A
DUNKIN' DONUTS,4030,BROADWAY,10032,2129232222,Donuts,A
VIC'S,31,GREAT JONES ST,10012,2122535700,American,A
JACQUES 1534,20,PRINCE STREET,10012,2129668886,French,A
AMC THEATRES,234,WEST   42 STREET,10036,2123982597,American,A
FLIGHT 151,151,8 AVENUE,10011,2122291868,American,A
UP AND DOWN,244,WEST   14 STREET,10011,2122424411,American,A
NU SUSHI,76,PEARL STREET,10004,2123631668,Japanese,A
HARMONIE CLUB,4,EAST   60 STREET,10022,2123557400,American,A
JUSTINOS,881,10TH AVE,10019,2125821222,Pizza,A
BASTA PASTA RESTAURANT,37,WEST 17 STREET,10011,2123660888,Italian,A
HEARTLAND BREWERY,127,WEST   43 STREET,10036,6463660235,American,A
HELL'S KITCHEN,754,9 AVENUE,10019,2129771588,Mexican,A
SMITH'S HELL'S KITCHEN BAR & RESTAURANT,701,8TH AVE,10036,2122472161,American,A
ATOYAMA SUSHI,11,WEST   36 STREET,10018,2129679541,Asian,A
DEVON AND BLAKELY,1,WORLD FINANCIAL CENTER,10281,2127864206,American,A
LUCKY CHICKEN,377,1ST AVE,10010,2122281325,American,A
BAGEL EXPRESS11,1228,2ND AVE,10065,2128793960,Bagels/Pretzels,A
CORTE CAFE,2,LAFAYETTE STREET,10007,2127663200,Delicatessen,A
O'BRIENS,134,WEST   46 STREET,10036,2123911516,Irish,A
FRESH & CO,4,W 58TH ST,10019,2125816583,Sandwiches/Salads/Mixed Buffet,A
INTI N.Y.C.,820,10 AVENUE,10019,6465969216,Peruvian,A
HEAVEN'S HOT BAGEL,283,EAST HOUSTON STREET,10002,2124207566,Bagels/Pretzels,A
